feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;Name;semester;attendance_percentage;father_name;father_mobile;reason_for_sem_back;Gender;Target
1;5;11.95;33.19;49.14;0;9;11.8;52.41;59.93;1;1;7.84;75.31;53.68;60.9;40.58;69.3;46.14;54.16;36.0;35.05;60.32;43.35;37.19;40.35;60.48;40.56;48.24;50.23;21.24;27.93;55.04;38.94;65.85;64.5;Sakshi Gupta;3;100.0;Arjun Sharma;9166216779;COVID-19 related;Male;Graduate
1;1;19.28;48.75;59.73;0;7;9.66;86.79;79.75;0;2;12.05;55.8;70.39;47.79;40.15;63.11;51.18;52.74;37.49;24.23;53.54;63.57;46.61;71.55;39.44;34.18;48.99;48.76;61.55;38.38;70.52;79.5;49.41;68.75;Aarav Patel;4;83.6;Varun Thomas;9968977829;Family responsibilities;Male;Enrolled
0;5;16.3;65.71;62.95;0;2;11.94;5.69;40.37;1;4;9.5;35.33;51.83;43.72;37.63;34.12;39.27;66.82;40.08;42.28;43.15;55.08;56.84;4.33;65.32;71.55;34.25;35.42;43.25;38.66;53.36;20.8;33.23;73.09;Ayesha Chowdhury;7;62.3;Arun Nair;9632711663;Financial issues;Female;Dropout
1;0;16.97;55.33;22.86;0;4;14.54;48.23;43.17;1;2;12.98;57.12;60.61;67.67;56.12;29.37;42.9;94.15;60.87;85.54;70.93;53.63;54.52;49.45;23.93;50.27;68.16;41.01;56.18;62.77;36.35;43.23;34.73;37.67;Sakshi Kumar;1;63.9;Ankit Bose;9762474187;Low attendance;Female;Graduate
1;7;8.4;71.29;36.27;1;5;12.51;42.46;67.68;1;6;17.24;62.96;54.59;46.53;32.12;79.15;38.6;59.95;65.89;41.67;65.57;61.46;75.92;42.96;30.71;42.42;53.13;50.87;44.1;21.36;57.06;79.59;56.96;59.14;Pooja Reddy;4;59.5;Vicky Ghosh;9953459662;Financial issues;Female;Enrolled
1;8;13.59;63.97;55.93;1;9;10.75;38.06;46.27;0;2;13.26;45.26;54.72;56.59;62.5;69.24;51.17;30.38;44.82;50.66;22.46;70.83;52.14;55.72;70.48;40.55;58.61;48.35;47.24;38.42;74.98;44.37;60.49;21.87;Priya Singh;1;81.9;Rahul Bose;9335171142;Financial issues;Female;Graduate
0;9;16.21;51.46;46.6;1;5;13.6;84.33;23.55;0;2;15.13;36.33;49.7;46.28;43.58;49.84;32.99;65.44;23.09;58.1;45.1;32.44;53.04;26.65;50.6;28.66;56.92;36.13;43.24;54.41;38.41;49.13;27.29;59.46;Arjun Das;4;89.2;Priya Ghosh;9976479512;COVID-19 related;Male;Enrolled
0;9;20.0;51.37;61.82;0;7;4.88;72.54;61.64;1;2;10.06;68.56;46.18;43.13;57.13;34.05;65.32;34.16;34.25;36.35;61.39;40.75;29.78;40.91;49.52;32.29;32.72;81.67;37.09;45.15;44.49;43.68;59.32;64.22;Isha Chowdhury;6;96.2;Meera Joshi;9735185398;Financial issues;Female;Enrolled
0;5;7.05;69.12;48.57;0;2;18.92;16.32;52.93;1;2;19.67;44.7;46.62;54.43;41.62;45.32;44.93;40.59;68.43;56.92;53.76;62.13;46.03;38.39;40.96;50.03;34.11;42.5;42.26;81.87;8.39;47.31;75.89;51.83;Riya Verma;2;71.3;Vivaan Das;9746030501;Low attendance;Male;Dropout
1;1;12.4;39.99;16.37;1;10;12.82;38.37;37.99;1;9;10.0;76.17;86.07;53.26;43.03;32.34;57.03;76.74;46.29;14.32;60.05;64.78;26.21;52.65;56.77;48.9;38.14;65.24;43.95;27.72;19.26;68.91;59.25;51.32;Ayesha Khan;1;84.0;Aarav Kumar;9729866807;Disciplinary issues;Male;Enrolled
1;10;9.88;33.86;43.53;1;2;3.52;38.96;45.34;1;3;14.44;49.4;61.92;70.24;65.87;57.06;50.18;35.29;61.1;75.2;55.13;78.76;27.12;32.69;62.83;53.96;69.71;49.77;36.98;46.8;27.01;33.07;64.59;63.09;Arjun Khan;5;69.7;Rahul Kumar;9269118504;Disciplinary issues;Female;Enrolled
0;9;5.12;44.62;31.63;1;9;16.71;41.24;33.71;0;2;12.12;40.4;72.26;38.98;29.01;17.71;49.54;41.57;28.57;67.84;60.01;49.58;70.46;59.94;37.66;34.41;62.27;55.95;52.55;37.3;59.12;38.67;48.47;71.7;Manish Chowdhury;3;79.4;Neha Jain;9888121101;Disciplinary issues;Female;Graduate
0;3;5.71;34.21;64.91;1;5;13.02;48.07;42.36;0;10;13.94;37.26;54.58;39.03;36.54;40.44;44.37;49.27;53.53;-5.33;37.89;44.13;72.58;33.8;52.44;72.43;30.31;55.91;37.97;42.43;37.95;39.02;90.83;62.67;Ankit Khan;4;67.1;Vicky Chowdhury;9211787506;Lack of interest;Male;Graduate
1;4;13.97;25.91;55.92;0;0;16.29;37.2;64.48;0;6;14.82;77.78;43.73;33.54;44.58;71.53;22.57;18.97;51.34;43.36;50.12;64.18;41.71;21.9;80.67;35.04;34.11;66.56;44.23;49.05;57.24;66.25;45.0;72.8;Varun Patel;6;88.2;Sakshi Sharma;9384769690;Low attendance;Male;Dropout
0;7;15.04;37.41;70.58;0;2;12.57;39.91;59.94;1;1;15.57;59.63;34.55;42.74;49.94;49.38;61.25;19.78;55.01;45.65;37.42;38.86;46.78;-4.02;39.48;36.86;57.99;37.92;46.77;73.13;64.92;63.53;42.5;58.15;Sakshi Mehta;3;49.4;Varun Mehta;9629442753;Personal reasons;Female;Dropout
1;2;11.22;56.15;41.05;0;8;17.97;47.6;59.28;0;5;17.82;65.47;28.87;56.67;62.76;63.38;33.3;40.14;64.92;38.57;45.5;73.64;49.28;39.1;36.84;54.99;30.0;46.29;55.0;69.49;60.01;39.29;67.68;45.51;Meera Verma;5;72.2;Aarav Khan;9380383739;Health problems;Male;Graduate
1;2;11.31;71.57;52.48;0;1;12.05;74.56;28.53;1;3;6.86;25.76;55.59;52.5;73.14;53.65;43.94;50.03;51.77;24.92;90.65;57.8;53.15;59.23;60.64;47.89;40.53;58.99;55.79;37.85;71.29;54.4;60.95;70.88;Ankit Bose;8;60.2;Ramesh Sharma;9563129902;Moved abroad;Male;Dropout
1;2;13.27;62.15;39.13;0;5;12.22;51.88;35.66;0;6;20.0;28.89;30.53;69.71;60.7;34.61;59.11;72.02;49.55;88.98;24.14;60.41;67.5;63.37;46.93;45.64;56.66;62.24;59.04;65.6;34.72;46.58;35.9;44.21;Saanvi Mehta;5;75.3;Manish Jain;9419331516;Low attendance;Male;Graduate
0;7;12.43;89.1;52.9;0;4;12.24;51.59;40.43;1;7;11.77;66.92;51.71;38.1;36.12;43.25;51.11;67.9;29.89;45.2;52.16;22.49;37.5;39.8;38.06;52.88;47.59;41.67;56.42;75.85;74.59;21.16;58.66;47.33;Aditya Jain;8;87.2;Saanvi Gupta;9127633490;Low attendance;Male;Dropout
1;2;10.41;51.76;52.27;1;0;9.68;36.55;43.27;1;7;12.94;58.98;62.8;42.59;54.26;64.44;67.48;49.12;46.69;52.87;32.75;47.1;61.17;59.63;45.95;53.27;37.63;60.55;48.83;45.86;44.57;49.06;43.28;59.87;Riya Iyer;2;76.9;Vicky Ghosh;9516104074;Family responsibilities;Female;Enrolled
0;1;18.37;71.98;36.63;1;8;12.28;40.24;45.1;1;9;20.0;45.39;55.4;58.12;34.99;37.17;31.91;36.71;7.25;58.17;80.81;52.22;28.76;40.36;43.12;34.74;62.9;62.15;32.67;60.88;72.9;78.54;92.98;36.47;Sakshi Iyer;4;70.3;Arun Iyer;9705855162;Financial issues;Male;Enrolled
1;9;10.58;41.11;54.91;0;7;9.67;55.99;30.2;1;1;11.04;69.28;49.14;52.12;57.13;67.56;25.17;58.77;45.98;52.5;65.9;32.09;34.81;20.97;41.76;69.96;48.19;29.9;42.71;27.68;33.12;55.83;32.39;66.69;Isha Ghosh;1;100.0;Arun Nair;9978755907;Failed semester;Female;Enrolled
0;0;12.34;45.82;61.59;1;1;15.13;55.03;58.47;1;3;11.15;58.13;44.93;50.03;45.88;43.14;39.66;57.02;69.66;67.57;31.15;69.34;45.23;59.01;36.41;52.13;54.71;27.73;59.12;70.19;47.38;70.4;47.15;62.74;Neha Verma;3;74.1;Arjun Thomas;9285627380;Family responsibilities;Male;Enrolled
1;8;20.0;72.43;45.73;1;0;4.11;54.32;28.34;1;1;13.78;56.17;35.88;66.81;62.08;64.64;50.13;28.77;64.67;45.94;29.15;70.28;81.49;49.38;82.39;51.37;44.29;40.54;74.56;38.3;61.03;41.61;43.1;65.45;Arun Kumar;5;48.4;Rahul Patel;9193445007;Personal reasons;Female;Dropout
0;4;10.38;66.99;73.96;1;6;14.58;40.18;42.34;1;6;12.32;54.81;35.18;60.85;51.28;24.26;36.07;42.44;48.91;78.34;53.57;37.39;53.31;44.72;54.87;58.71;68.14;49.64;74.58;63.62;39.39;83.15;54.9;37.47;Pooja Kumar;3;70.4;Simran Chowdhury;9725644753;COVID-19 related;Male;Enrolled
1;0;20.0;49.5;42.45;1;5;11.31;60.72;69.17;0;0;14.28;51.53;72.47;45.31;65.46;45.68;56.47;48.3;49.16;44.34;70.17;39.01;38.9;81.81;64.67;14.22;41.52;22.82;35.74;2.92;47.95;32.87;50.9;25.62;Vicky Dutta;8;94.8;Vivaan Singh;9395723682;Personal reasons;Male;Dropout
1;10;10.34;72.53;71.17;0;3;15.14;45.1;79.78;0;4;5.79;28.95;48.74;83.81;46.96;47.25;28.37;64.19;64.3;61.84;40.56;39.4;30.6;51.26;33.79;32.34;43.64;42.66;41.93;57.0;51.19;45.68;52.75;35.13;Sunita Dutta;5;76.0;Varun Joshi;9121724902;Transfer to another college;Female;Graduate
0;6;12.6;27.45;64.94;1;8;8.47;51.35;67.47;1;0;15.7;50.52;44.56;64.21;60.12;40.72;38.08;18.91;52.31;48.76;67.04;55.39;70.01;39.54;67.07;42.07;61.66;28.12;53.53;20.23;45.99;56.61;42.19;34.24;Sunita Thomas;6;76.3;Priya Mehta;9749591392;Moved abroad;Male;Graduate
0;0;11.59;42.66;50.63;0;0;20.0;67.3;67.44;1;0;13.74;52.5;14.06;39.82;42.79;21.88;32.64;20.29;49.43;62.28;66.6;56.22;35.55;21.02;23.65;30.97;36.67;47.6;34.79;55.08;46.52;50.16;67.1;32.3;Deepak Singh;2;85.2;Kavya Roy;9533131502;Family responsibilities;Male;Graduate
0;10;11.94;45.0;63.28;0;3;15.52;35.8;47.27;1;7;13.12;45.9;58.78;54.22;77.49;27.05;48.16;36.37;59.06;25.74;55.19;40.55;38.99;28.3;43.02;66.27;49.62;59.42;74.97;53.96;41.62;57.01;41.84;42.43;Ayesha Joshi;4;80.0;Priya Joshi;9984233149;Lack of interest;Female;Dropout
1;1;15.71;44.21;52.73;1;0;7.86;56.54;38.57;1;0;11.43;63.17;61.86;49.67;23.48;94.89;76.19;60.84;38.7;48.3;41.85;68.96;53.94;38.24;42.94;66.82;74.0;72.92;61.36;46.21;1.38;54.46;49.97;52.1;Ankit Thomas;3;56.8;Nikhil Dutta;9730157871;Failed semester;Female;Graduate
1;8;6.69;58.36;59.48;0;10;14.73;64.2;59.06;0;7;10.36;48.94;51.37;51.62;64.97;59.66;81.16;83.1;51.19;-7.55;68.55;41.89;37.98;44.02;43.3;59.18;26.61;33.83;55.15;59.34;59.62;38.19;35.33;42.4;Ananya Chowdhury;4;75.6;Nikhil Das;9795118868;Low attendance;Male;Graduate
1;6;17.94;19.29;46.69;1;5;6.67;25.22;64.5;1;4;14.18;56.74;63.82;42.8;43.51;82.79;46.3;61.03;50.1;22.28;19.33;41.32;65.84;61.82;63.71;35.19;74.24;35.53;53.19;49.84;47.39;70.08;39.42;29.76;Ayesha Kumar;3;77.9;Ankit Sharma;9340271240;Academic difficulty;Female;Enrolled
0;8;10.4;100.66;60.15;1;8;10.36;34.16;21.8;1;4;7.9;51.72;71.41;66.83;53.44;45.15;54.03;42.22;75.78;47.16;48.7;16.76;47.07;62.55;33.98;38.74;61.89;27.85;65.87;42.02;44.17;33.14;55.67;86.9;Saanvi Thomas;5;75.2;Manish Roy;9985097007;Part-time job;Female;Dropout
1;10;8.54;67.03;45.25;1;3;17.5;62.1;5.85;0;8;7.98;64.17;52.27;34.64;40.5;21.41;48.67;83.16;62.07;82.86;63.24;65.41;79.61;55.66;47.19;65.49;71.81;42.8;39.18;52.08;62.47;61.97;28.64;78.67;Manish Gupta;8;84.4;Aditya Khan;9396871629;Moved abroad;Female;Enrolled
0;10;10.94;36.46;90.47;1;4;12.97;37.24;62.96;1;6;15.08;47.18;62.61;37.62;42.61;19.85;30.14;77.11;74.62;50.99;74.94;47.6;46.35;50.85;48.13;46.77;67.15;52.25;60.69;65.47;55.82;35.45;29.71;52.23;Anju Das;1;67.3;Meera Bose;9533897383;Moved abroad;Female;Dropout
0;10;12.35;49.76;88.75;1;10;6.68;20.15;54.99;1;8;10.49;54.74;58.76;69.26;27.39;41.65;56.43;61.56;82.9;64.34;49.15;36.64;41.54;41.11;59.83;53.85;30.15;43.46;63.16;55.27;58.53;55.74;74.4;53.54;Neha Nair;1;72.9;Simran Chowdhury;9976189113;Low attendance;Female;Enrolled
0;10;8.34;53.74;13.39;1;10;11.26;46.91;29.53;0;3;8.29;62.14;53.46;51.53;54.6;51.39;68.64;51.85;28.13;74.45;55.56;41.16;31.2;55.94;48.24;73.61;44.81;37.44;63.44;63.88;52.53;60.15;49.43;53.51;Kavya Singh;3;70.4;Kavya Gupta;9605497119;Family responsibilities;Female;Enrolled
0;7;14.5;47.46;70.29;0;10;2.54;80.78;24.41;0;7;9.49;49.39;47.8;65.1;34.13;53.91;41.33;54.43;49.03;51.39;41.75;42.35;54.31;64.16;41.03;36.97;59.2;49.51;62.46;36.41;23.31;42.0;38.5;48.82;Rohit Das;5;89.0;Pooja Khan;9499090969;Academic difficulty;Female;Graduate
0;2;14.96;45.68;52.26;0;5;12.63;52.92;49.64;1;9;14.04;38.07;70.99;46.45;30.33;52.82;37.23;59.98;83.14;38.2;54.99;23.67;56.81;36.71;40.63;33.48;60.98;65.11;50.35;37.03;73.84;38.74;17.57;56.88;Varun Reddy;2;67.4;Nikhil Nair;9668909764;Academic difficulty;Female;Graduate
0;5;15.95;44.28;59.06;0;0;17.61;31.87;41.51;1;4;11.7;73.06;40.12;41.08;57.17;41.34;52.29;26.73;83.21;29.78;45.17;49.51;78.69;30.13;79.76;61.36;56.26;35.23;58.57;39.15;69.0;35.43;48.3;41.67;Varun Thomas;3;61.7;Rahul Singh;9936381727;Health problems;Female;Graduate
1;6;14.97;58.03;68.14;1;6;4.88;65.96;87.58;0;0;10.19;78.43;46.05;29.41;45.42;65.72;37.43;40.99;58.9;50.05;58.77;53.57;57.19;43.52;53.48;36.09;69.33;40.49;66.93;46.5;53.03;42.58;34.76;23.83;Saanvi Singh;3;63.1;Riya Patel;9238948590;Part-time job;Female;Dropout
0;10;10.7;53.18;65.16;0;3;10.22;36.77;28.36;1;4;13.92;70.75;68.99;60.65;59.58;75.46;54.98;59.69;45.19;29.57;39.74;49.86;50.91;78.89;51.22;67.68;43.47;45.32;30.06;38.87;57.9;50.11;64.14;52.72;Karan Reddy;6;62.3;Aarav Khan;9912659064;Failed semester;Male;Graduate
1;4;20.0;48.59;67.45;1;8;10.4;60.64;63.92;1;6;12.83;14.68;50.27;68.46;57.91;56.69;24.17;39.19;56.17;56.16;68.22;47.83;56.09;50.25;35.2;16.16;56.47;52.61;40.73;25.71;59.45;46.01;58.35;77.96;Sai Gupta;7;70.8;Deepak Chowdhury;9428688580;Family responsibilities;Male;Enrolled
1;0;9.2;46.86;71.82;0;3;5.45;79.04;52.04;0;3;11.62;47.03;43.46;65.72;33.97;55.18;44.24;38.57;88.79;56.29;59.2;67.07;28.68;76.28;12.37;38.47;43.11;58.73;53.28;47.5;49.82;35.33;27.54;60.9;Varun Kumar;6;49.3;Varun Dutta;9485742696;COVID-19 related;Male;Graduate
1;8;18.34;38.15;60.39;0;9;10.87;67.86;65.33;0;10;12.84;44.91;64.41;59.7;39.73;30.08;45.67;72.73;67.2;33.32;32.48;69.12;32.97;57.64;40.76;74.26;38.44;67.15;52.77;53.78;20.45;16.96;46.69;53.7;Sunita Sharma;3;83.3;Arjun Joshi;9863548641;Moved abroad;Male;Graduate
1;7;7.65;58.42;58.44;0;3;11.45;61.7;32.39;0;4;10.58;74.72;51.02;51.89;84.59;29.01;61.95;74.96;45.13;62.89;35.27;39.7;55.77;61.98;66.81;73.54;48.99;67.9;44.87;63.53;53.11;56.69;56.35;25.93;Arjun Sharma;1;61.5;Ramesh Gupta;9547509357;Lack of interest;Female;Graduate
0;8;12.41;24.69;62.47;0;4;15.49;54.91;33.18;0;1;17.52;80.56;52.21;57.66;53.03;57.96;48.21;49.48;63.59;85.18;29.0;48.44;32.29;73.88;41.18;28.35;59.57;76.16;59.95;53.07;56.14;71.22;36.89;48.32;Pooja Gupta;5;61.5;Ankit Bose;9852399189;Family responsibilities;Female;Enrolled
1;4;7.33;45.07;66.62;0;0;14.27;59.66;52.2;1;3;14.09;37.99;45.36;52.88;54.16;54.8;47.92;44.34;97.37;63.6;56.2;46.5;43.23;48.04;54.39;21.79;26.46;40.45;53.11;46.41;72.17;27.76;38.73;72.8;Riya Reddy;4;69.6;Anju Iyer;9992815061;Failed semester;Male;Graduate
1;2;15.54;80.77;39.59;0;8;11.6;45.91;20.68;0;1;10.76;63.22;58.11;59.29;44.37;40.16;69.04;42.54;54.41;52.45;71.93;64.57;30.57;32.19;58.68;49.03;43.17;65.23;52.81;50.79;61.7;44.37;73.53;38.18;Ramesh Dutta;6;76.6;Isha Sharma;9113689561;Moved abroad;Male;Enrolled
0;0;17.74;29.34;44.85;1;5;16.57;67.36;47.43;1;6;9.06;64.34;67.75;32.53;31.94;53.38;59.44;45.51;60.19;39.35;18.28;43.64;50.95;45.86;32.62;22.77;42.29;63.46;68.84;67.82;37.76;32.69;57.45;59.53;Varun Iyer;4;82.9;Sakshi Jain;9383602087;Lack of interest;Male;Graduate
1;9;3.94;37.0;49.55;1;1;13.95;61.51;52.16;1;5;13.32;51.27;60.28;54.69;50.99;45.97;51.22;57.27;54.01;55.71;70.14;53.98;40.27;63.25;29.51;33.78;55.04;57.75;31.32;44.26;40.91;42.7;64.15;60.6;Sunita Gupta;2;79.8;Nikhil Verma;9110385578;Family responsibilities;Male;Graduate
0;1;9.82;29.76;71.3;0;0;14.37;39.4;60.79;0;1;11.72;45.69;56.53;38.88;44.84;51.82;42.51;60.04;78.04;38.69;25.02;19.97;47.74;40.05;53.12;51.99;25.95;22.78;54.44;52.03;43.61;25.14;57.07;69.08;Ananya Gupta;7;74.8;Neha Thomas;9391878557;Personal reasons;Female;Enrolled
1;9;8.61;50.67;29.51;0;10;16.23;51.23;23.48;0;7;10.8;56.95;45.0;45.86;31.63;58.5;40.27;17.65;44.43;64.72;44.2;76.07;56.43;55.08;48.07;48.98;46.05;45.47;57.96;35.96;33.86;33.15;80.68;57.96;Pooja Chowdhury;8;78.3;Meera Chowdhury;9828419083;Lack of interest;Male;Dropout
1;0;7.77;59.35;48.25;0;10;12.86;35.35;52.4;1;8;10.3;38.52;61.01;26.93;58.47;60.27;36.81;37.7;46.65;54.23;47.71;56.5;76.44;42.38;24.27;62.39;75.25;55.89;33.68;48.14;33.22;59.64;29.73;45.5;Ayesha Dutta;2;78.7;Varun Mehta;9573185010;Financial issues;Male;Graduate
0;0;12.51;44.5;52.65;0;8;12.09;35.2;59.4;1;7;11.8;35.17;83.61;57.15;47.7;71.23;77.63;47.82;55.21;35.18;47.79;47.01;52.77;54.99;58.4;53.56;31.84;35.92;41.8;45.77;65.76;32.56;44.64;64.3;Deepak Bose;2;62.9;Pooja Das;9617468048;Transfer to another college;Female;Graduate
0;8;13.84;47.91;53.85;0;8;11.09;60.01;26.82;1;6;10.55;54.45;58.01;72.39;44.13;72.19;40.11;69.93;62.26;36.3;54.61;49.23;59.38;46.65;45.39;70.54;48.52;62.4;46.62;75.0;39.82;40.79;72.87;43.33;Nikhil Singh;2;71.4;Anju Dutta;9444277942;Low attendance;Female;Enrolled
1;7;15.57;47.68;22.8;1;1;11.92;51.52;67.51;1;10;18.35;39.73;62.02;61.48;66.1;57.48;20.86;47.67;32.66;46.96;64.7;54.58;67.22;55.13;30.53;12.19;52.23;46.79;35.35;24.49;38.98;47.08;59.99;52.83;Arun Das;2;94.2;Sakshi Thomas;9960347752;Part-time job;Female;Graduate
1;8;7.86;63.22;50.71;0;10;14.78;43.45;66.08;1;5;13.18;39.81;49.82;46.41;57.34;32.3;49.56;55.93;50.5;70.2;61.61;49.89;53.25;54.43;56.05;22.62;45.48;27.73;69.17;49.09;47.1;63.45;56.33;33.07;Aarav Gupta;7;94.3;Pooja Verma;9698214865;Failed semester;Male;Enrolled
1;7;10.66;23.83;39.65;0;1;11.27;48.28;27.77;0;0;16.61;48.47;50.56;56.01;38.18;56.85;44.49;36.55;58.6;72.38;60.87;63.84;42.19;26.04;72.35;80.82;73.14;44.96;32.68;34.01;24.74;48.39;74.09;47.88;Rohit Verma;4;74.1;Nikhil Thomas;9456452891;Failed semester;Female;Enrolled
0;7;17.5;43.94;80.53;0;6;19.97;48.03;41.34;0;4;14.79;44.79;32.65;69.22;68.25;52.33;31.06;31.56;51.61;42.5;44.88;65.33;61.0;70.67;35.14;44.85;61.38;56.72;72.99;56.31;77.72;58.1;65.93;45.15;Rahul Joshi;5;78.6;Karan Roy;9501461715;Disciplinary issues;Male;Graduate
0;6;15.64;74.19;60.94;0;10;11.67;70.66;17.12;0;7;6.31;60.22;50.21;59.08;50.97;58.56;37.78;58.56;64.92;68.31;80.2;53.66;54.11;27.15;42.03;47.1;65.75;40.83;61.95;49.98;47.34;53.73;44.13;43.56;Ankit Reddy;4;75.2;Arjun Nair;9331487470;Lack of interest;Male;Enrolled
1;9;11.01;42.8;42.26;1;8;13.67;59.88;53.48;0;9;15.98;58.63;45.57;43.06;54.69;58.61;70.97;67.87;41.88;48.47;60.07;66.02;64.08;49.04;31.19;35.02;54.09;55.13;33.52;50.67;59.47;32.73;66.57;44.34;Sakshi Chowdhury;3;54.5;Riya Sharma;9669474377;Disciplinary issues;Male;Dropout
0;4;9.87;34.6;43.13;1;5;11.62;44.17;46.76;1;7;13.34;47.43;49.01;24.36;55.88;48.66;74.15;35.91;22.88;59.27;55.2;34.87;27.05;73.06;71.21;12.69;43.13;74.96;42.86;42.64;45.76;33.19;24.43;65.79;Ananya Kumar;2;90.1;Neha Bose;9750860170;Transfer to another college;Female;Graduate
1;8;12.99;63.3;28.23;0;3;8.3;68.2;57.99;0;9;9.53;68.03;68.1;54.04;36.5;43.8;54.3;47.17;64.08;27.05;27.59;52.71;42.63;40.59;23.48;50.29;49.21;59.8;51.03;48.01;67.66;30.31;58.05;24.93;Meera Kumar;3;52.9;Pooja Bose;9851634610;Disciplinary issues;Female;Enrolled
1;1;7.15;61.73;49.02;1;8;11.95;33.4;45.5;1;9;8.95;55.75;35.13;69.95;24.87;37.9;75.16;43.47;30.28;53.29;42.87;37.46;33.56;91.53;46.23;21.12;72.41;59.17;38.5;36.0;60.1;46.3;21.11;76.81;Ramesh Jain;6;64.9;Ayesha Kumar;9862782374;Moved abroad;Male;Dropout
0;0;17.98;69.18;34.98;0;3;16.13;40.23;22.0;1;2;10.3;55.96;43.06;45.39;67.15;51.6;37.35;60.53;52.97;12.18;56.43;55.88;50.3;63.38;39.91;55.05;26.5;56.11;79.3;35.08;38.6;39.35;51.95;34.05;Simran Mehta;5;69.8;Varun Mehta;9967910655;Financial issues;Male;Graduate
